ñ¡ïøî‘çÜ,åªç›âøäi,åàéZì˙Ç‹Ç≈,å†óòóéÇøÇ‹Ç≈,ï™äÑì˙Ç‹Ç≈,éûâøëçäz,ó\ëzPER,PBR,ó\ëzEPS,BPS,îzìñê´å¸,ÉxÅ[É^íl,âﬂãéîzìñäz,âﬂãéîzìñóòâÒÇË,ïΩãœîzìñóòâÒÇË,åªç›îzìñäz,åªç›îzìñóòâÒÇË,52èTà¿íl,52èTçÇíl,êÑèß,ÉAÉiÉäÉXÉgà”å©êî,Open,High,Low,Close,Adj Close,Volume,MACD,Signal_Line,MACD_Signal_difference,DI+,DI-,DI+DI-_difference,Parabolic_SAR,Parabolic_SAR_difference,RSI_14,%K,Psychological_Line,RCI_26,MA_Deviation,MACD_Percentile,MACD_Current Deviation,MACD_Signal_difference_Percentile,MACD_Signal_difference_Current Deviation,DI+_Percentile,DI+_Current Deviation,DI-_Percentile,DI-_Current Deviation,DI+DI-_difference_Percentile,DI+DI-_difference_Current Deviation,Parabolic_SAR_Percentile,Parabolic_SAR_Current Deviation,Parabolic_SAR_difference_Percentile,Parabolic_SAR_difference_Current Deviation,RSI_14_Percentile,RSI_14_Current Deviation,%K_Percentile,%K_Current Deviation,Psychological_Line_Percentile,Psychological_Line_Current Deviation,RCI_26_Percentile,RCI_26_Current Deviation,MA_Deviation_Percentile,MA_Deviation_Current Deviation,MACD_Signal_Line_Last_Cross,MACD_Signal_Line_Last_Cross_Day,MACD_Signal_Line_Next_Cross_Day,DI+_DI-_Last_Cross,DI+_DI-_Last_Cross_Day,DI+_DI-_Next_Cross_Day
5191.T,1585.0,57,115,,164562632704,8.092102,0.8271355,195.87,1916.252,0.23629999,0.492,60.0,0.038935754,2.05,53.0,0.0344,972.0,1679.0,none,1,1548.0,1609.0,1546.0,1585.0,1585.0,229500,74.071,70.116,3.955,42.537,30.927,11.61,1415.949,169.051,58.119,70.614,41.667,69.504,5.809,93.272,1.429,61.794,0.254,67.395,0.469,40.0,-0.289,64.286,0.398,81.796,0.762,88.695,1.173,65.743,0.427,66.247,0.635,11.903,-0.756,76.675,1.068,71.864,0.538,Golden,27,134.0185185185185,Golden,32,106.46774193548387
5208.T,1443.0,65,115,-7190,48042954752,16.510298,0.9902369,87.4,1457.227,0.85160005,0.328,82.0,0.056904927,6.08,84.0,0.0583,1017.0,1706.0,none,,1444.0,1453.0,1439.0,1443.0,1443.0,199300,7.568,14.888,-7.32,28.0,36.48,-8.48,1574.544,-131.544,41.798,40.252,33.333,-67.932,-3.875,56.894,0.159,31.728,-0.322,31.092,-0.575,53.529,0.003,39.832,-0.292,74.397,0.35,25.436,-0.482,34.761,-0.457,44.165,-0.234,7.376,-1.121,24.682,-0.999,41.356,-0.076,Dead,127,77.76190476190476,Dead,7,138.08474576271186
5351.T,1674.0,59,115,-432,76339920896,7.1753106,0.8708164,233.3,1922.334,0.3428,0.711,36.0,0.021608643,4.16,90.0,0.054,1396.0,2167.0,none,,1665.0,1684.0,1665.0,1674.0,1674.0,49400,-41.885,-35.534,-6.35,27.85,35.492,-7.642,1575.486,98.514,44.19,23.121,50.0,-62.256,-5.711,9.967,-1.141,23.671,-0.493,27.311,-0.729,54.118,0.109,37.731,-0.436,96.093,2.647,84.705,0.954,37.699,-0.442,31.486,-0.734,38.055,-0.064,26.124,-0.98,33.559,-0.364,Dead,22,190.3170731707317,Dead,7,130.74193548387098
5406.T,1564.5,66,115,-2988,617447096320,5.6682725,0.5575296,276.01,2806.129,0.41419998,,45.0,0.028892456,2.41,90.0,0.057800002,1444.5,2186.5,hold,5,1565.0,1572.5,1560.5,1564.5,1564.5,2872000,-71.733,-58.491,-13.242,27.106,53.429,-26.323,1737.32,-172.82,32.282,8.532,50.0,-83.316,-12.486,16.613,-0.649,25.843,-0.411,27.76,-0.662,88.149,1.303,17.127,-1.025,70.361,0.239,22.41,-0.57,16.545,-1.035,14.274,-1.28,44.372,0.122,11.712,-1.323,22.422,-0.611,Dead,265,-49.756097560975604,Dead,5,111.62337662337663
5408.T,729.0,63,115,-2988,39493865472,,0.37319985,,1953.377,0.3436,0.556,49.0,0.06749311,3.7,40.0,0.0551,706.0,993.0,none,,725.0,733.0,724.0,729.0,729.0,190200,-45.588,-40.331,-5.257,11.145,50.0,-38.855,787.242,-58.242,25.311,6.977,33.333,-95.556,-13.438,24.917,-0.323,36.047,-0.136,2.857,-1.652,83.361,1.048,8.235,-1.416,41.064,-0.535,42.976,-0.078,8.312,-1.379,14.61,-1.171,15.675,-0.829,0.679,-1.44,23.559,-0.6,Dead,167,43.375,Dead,117,30.719298245614027
5411.T,1723.5,63,115,,1096302854144,5.4228806,0.43505195,317.82,3961.596,0.5166,1.445,100.0,0.05842828,3.53,100.0,0.0584,1689.0,2646.5,buy,8,1712.0,1732.0,1697.5,1723.5,1723.5,7496000,-124.719,-109.38,-15.339,18.999,48.794,-29.795,1838.402,-114.902,28.937,8.497,41.667,-88.103,-17.46,18.457,-0.663,34.803,-0.255,9.395,-1.386,79.628,0.887,13.488,-1.165,33.915,-0.488,43.199,-0.198,9.944,-1.283,14.219,-1.265,16.048,-0.654,4.605,-1.551,15.117,-0.831,Dead,220,-7.162162162162161,Dead,170,-53.10606060606061
5440.T,1760.0,57,115,,76487843840,7.03381,0.38170043,250.22,4610.946,0.41369998,0.715,75.0,0.043277554,4.15,120.0,0.0692,1478.0,2665.0,hold,3,1741.0,1773.0,1731.0,1760.0,1760.0,100700,-90.267,-101.571,11.304,25.078,27.116,-2.038,1620.612,139.388,50.765,87.963,58.333,-64.991,-5.261,17.166,-0.98,62.788,0.367,20.258,-0.86,25.644,-0.699,43.326,-0.085,37.486,-0.435,59.285,0.441,49.123,0.067,81.287,1.153,63.594,0.672,19.098,-1.17,32.938,-0.208,Golden,15,166.38888888888889,Dead,0,117.12962962962963
5471.T,1175.0,57,115,-341,250542899200,7.9893923,0.5921585,147.07,1984.266,0.32369998,,47.0,0.04017094,2.89,52.0,0.0444,1113.0,1910.0,hold,4,1172.0,1184.5,1167.5,1175.0,1175.0,726600,-84.739,-67.315,-17.424,18.16,54.233,-36.074,1409.584,-234.584,29.187,6.26,33.333,-79.897,-14.705,4.402,-1.411,14.12,-0.929,6.134,-1.489,90.924,1.361,7.143,-1.474,87.864,1.107,7.897,-1.338,9.824,-1.324,11.671,-1.365,8.298,-1.104,12.892,-1.293,17.119,-0.789,Dead,42,135.24489795918367,Dead,202,-58.29310344827587
5481.T,1838.0,59,115,-2624,100139016192,7.703269,0.44353098,238.6,4144.017,0.5089,0.941,50.0,0.02759382,2.23,100.0,0.0552,1615.0,2875.0,buy,2,1812.0,1849.0,1812.0,1838.0,1838.0,60000,-73.705,-83.462,9.756,26.484,40.639,-14.155,1774.474,63.526,41.852,19.355,41.667,-65.744,-4.979,24.252,-0.456,62.209,0.19,22.689,-0.818,64.958,0.372,28.067,-0.622,35.495,-0.333,56.027,0.217,29.723,-0.581,24.265,-0.934,13.579,-0.719,21.883,-1.096,35.678,-0.182,Golden,67,125.0,Dead,7,109.98630136986301
5527.T,933.0,-49,-5,,3807806208,,0.55313736,,1686.742,0.6677,,45.0,0.048806943,,90.0,0.097600006,724.0,1246.0,none,,932.0,944.0,922.0,933.0,933.0,47200,3.031,-16.615,19.646,45.493,40.845,4.648,1199.0,-266.0,53.208,3.971,50.0,42.017,-5.123,96.875,1.797,57.292,0.469,95.122,1.561,42.683,-0.211,87.805,0.911,34.737,-0.704,49.474,0.198,89.157,1.071,10.843,-0.919,40.0,-0.016,95.775,2.95,75.0,0.619,Golden,325,-25.0,Golden,25,100.0
5703.T,1540.0,57,115,-1526,95390375936,6.292392,0.42447793,244.74,3627.986,0.3177,0.57,60.0,0.039241333,4.09,70.0,0.0458,1386.0,1976.0,none,4,1534.0,1548.0,1532.0,1540.0,1540.0,187100,-54.08,-48.311,-5.769,24.804,47.881,-23.077,1501.479,38.521,40.046,32.402,50.0,-79.077,-6.356,19.743,-0.623,41.091,-0.203,20.049,-0.888,84.416,1.032,17.857,-0.991,37.43,-0.429,53.092,0.176,27.413,-0.689,34.874,-0.557,48.34,0.297,12.449,-1.332,26.841,-0.35,Dead,180,9.148936170212778,Dead,140,3.75
5715.T,1591.0,66,115,-2624,57683136512,12.3620825,0.45988652,128.7,3459.549,0.26209998,,55.0,0.034810126,4.45,60.0,0.038,1424.0,2100.0,none,,1579.0,1600.0,1578.0,1591.0,1591.0,62100,-48.889,-49.529,0.64,32.496,35.511,-3.015,1734.758,-143.758,50.843,31.013,58.333,-60.41,-5.8,24.799,-0.485,49.197,0.026,42.695,-0.259,53.409,0.053,44.318,-0.162,61.285,0.212,34.458,-0.446,51.419,0.008,34.225,-0.584,59.352,0.579,26.208,-0.956,33.142,-0.211,Golden,35,185.73170731707316,Dead,0,140.0
5830.T,1600.5,-25,115,,479578619904,11.20014,0.55396855,142.9,2889.153,0.2705,0.041,20.0,0.012562814,,40.0,0.0251,898.0,1694.0,buy,2,1600.0,1613.5,1588.5,1600.5,1600.5,1053300,72.364,61.007,11.358,49.701,26.919,22.782,1252.538,347.962,66.897,85.398,58.333,30.12,10.44,80.357,0.901,71.429,0.681,59.184,0.357,56.122,0.161,46.939,0.084,79.279,0.886,97.297,2.165,53.535,0.223,63.636,0.639,31.683,-0.235,25.287,-0.712,60.227,0.293,Golden,27,123.0,Golden,27,141.33333333333334
5831.T,1367.0,-25,115,,751083061248,10.929879,0.62332857,125.07,2193.065,0.3823,,39.0,0.028529627,,50.0,0.0366,1125.0,1659.5,none,8,1379.0,1384.5,1360.5,1367.0,1367.0,3515700,-19.013,-30.003,10.99,39.741,28.222,11.519,1217.703,149.297,56.33,87.912,58.333,-48.581,1.681,11.607,-1.419,77.679,0.886,52.041,0.033,51.02,0.027,46.939,0.001,55.856,0.029,88.288,1.021,40.404,-0.168,76.768,0.915,36.634,-0.101,11.494,-1.419,44.318,-0.092,Golden,22,168.0,Golden,22,120.5
5832.T,1693.0,-25,115,,302898020352,11.38534,0.53296363,148.7,3176.577,0.415,-0.005,47.0,0.027753174,,56.0,0.033099998,967.0,1749.0,none,2,1693.5,1715.5,1671.0,1693.0,1693.0,486700,44.584,36.366,8.218,41.095,16.755,24.34,1416.264,276.736,60.592,93.243,41.667,-32.034,8.132,66.071,0.198,70.536,0.398,50.0,-0.072,28.571,-0.658,59.184,0.293,80.18,0.984,95.495,1.731,56.566,0.113,84.848,1.101,3.96,-1.315,24.138,-0.92,62.5,0.262,Golden,7,238.0,Golden,22,123.0
5857.T,1738.0,57,115,-1344,133154086912,9.720358,1.0260224,178.8,1693.92,0.65629995,0.325,85.0,0.04933256,4.37,80.0,0.0464,1598.0,2133.0,none,1,1754.0,1758.0,1732.0,1738.0,1738.0,399000,-49.259,-43.102,-6.156,22.979,30.213,-7.234,1937.835,-199.835,39.297,5.128,41.667,-81.197,-8.817,12.129,-0.583,30.534,-0.228,13.648,-1.109,37.768,-0.296,32.79,-0.445,77.504,0.836,14.431,-0.675,20.84,-0.818,7.633,-1.443,17.979,-0.623,3.64,-1.534,17.489,0.024,Dead,120,71.0,Dead,0,115.33783783783784
5930.T,1897.0,63,115,,134981410816,25.059446,1.2713225,75.7,1492.147,0.4708,0.418,34.0,0.018299246,3.53,64.0,0.0344,1330.0,1960.0,none,,1868.0,1917.0,1868.0,1897.0,1897.0,94700,60.022,54.865,5.157,46.968,19.3,27.669,1741.105,155.895,58.48,83.551,58.333,69.368,7.222,95.266,1.737,79.651,0.6,73.613,0.669,18.403,-0.929,79.832,0.848,99.086,3.032,95.428,1.613,60.118,0.281,72.88,0.856,57.921,0.536,65.818,0.794,72.458,0.582,Golden,57,127.14893617021278,Golden,77,52.769230769230774
5932.T,695.0,37,177,,21784565760,8.7202015,0.22550526,79.7,3081.968,1.3699001,0.578,20.0,0.028612303,2.27,25.0,0.0358,610.0,974.0,none,,702.0,705.0,695.0,695.0,695.0,97900,-21.753,-21.829,0.076,23.427,46.853,-23.427,645.843,49.157,40.113,5.263,50.0,-62.872,-7.246,38.946,-0.216,47.789,0.012,18.293,-0.867,83.449,1.03,15.157,-1.009,9.37,-1.266,63.714,0.436,28.87,-0.551,10.609,-1.258,32.929,-0.009,22.735,-0.922,29.61,-0.425,Golden,60,104.23076923076923,Dead,5,93.57142857142857
5938.T,1713.5,57,115,,492250890240,21.309538,0.80492526,80.41,2128.769,1.5531,0.781,90.0,0.052847914,3.97,90.0,0.052800003,1551.0,2014.5,hold,9,1705.0,1723.0,1704.0,1713.5,1713.5,1103000,-7.966,-14.572,6.606,37.986,32.639,5.347,1629.543,83.957,48.135,53.109,41.667,17.265,-0.613,45.183,-0.107,57.558,0.226,54.202,0.093,41.597,-0.248,57.479,0.182,19.867,-0.857,55.029,0.31,42.737,-0.164,50.714,0.059,15.339,-0.688,53.35,0.221,46.356,0.042,Golden,32,141.5,Golden,22,101.01470588235294
5942.T,504.0,38,-5,,9916502016,,0.43307304,,1163.776,0.77779996,0.261,40.0,0.08016032,3.48,28.0,0.0561,452.0,596.0,none,,501.0,506.0,500.0,504.0,504.0,58600,0.976,1.009,-0.033,28.108,41.081,-12.973,498.557,5.443,48.201,20.755,50.0,3.863,-4.159,56.38,-0.005,46.038,-0.002,28.27,-0.594,67.173,0.442,27.764,-0.556,46.995,-0.378,54.674,0.101,46.796,-0.118,26.644,-0.843,41.835,0.076,54.94,0.123,32.596,-0.237,Dead,0,155.58928571428572,Dead,0,106.5375
5949.T,986.0,70,115,,44143616000,5.9512315,0.27483487,165.68,3587.609,0.41,0.7,50.0,0.05159959,3.18,60.0,0.0619,906.0,1540.0,none,3,975.0,992.0,975.0,986.0,986.0,273400,-52.199,-30.682,-21.517,11.686,56.705,-45.019,1114.109,-128.109,19.399,4.783,33.333,-88.581,-20.381,21.932,-0.765,16.232,-0.876,1.273,-2.052,94.809,1.638,2.253,-1.917,39.749,-0.596,32.108,-0.474,2.055,-2.002,6.849,-1.447,3.223,-1.482,2.079,-1.57,7.418,-1.376,Dead,138,41.26829268292684,Dead,98,19.22222222222223
5970.T,1595.0,59,115,-3904,68744019968,5.7271094,0.3600489,278.5,4429.954,0.2771,0.843,35.0,0.02219404,3.72,74.0,0.0469,1483.0,2210.0,none,1,1547.0,1613.0,1547.0,1595.0,1595.0,413000,-75.472,-77.322,1.85,13.027,40.613,-27.586,1535.0,60.0,35.604,44.444,41.667,-88.513,-6.789,8.53,-1.395,57.027,0.102,5.012,-1.572,65.078,0.345,15.448,-1.014,77.561,0.795,65.203,0.336,19.048,-0.896,46.305,-0.189,20.082,-0.557,6.965,-1.473,29.163,-0.412,Golden,0,202.0,Dead,185,-45.31746031746033
5976.T,977.0,64,115,,34143315968,12.525641,0.5668632,78.0,1723.52,1.2234,0.107,50.0,0.0513347,3.71,50.0,0.0513,870.0,1156.0,none,,979.0,982.0,974.0,977.0,977.0,100300,-20.501,-17.835,-2.666,10.879,46.862,-35.983,1093.027,-116.027,20.863,3.333,33.333,-82.701,-5.367,19.435,-0.634,34.718,-0.216,0.252,-2.056,85.882,1.036,4.706,-1.637,84.539,1.074,13.383,-1.031,1.427,-2.051,5.877,-1.539,6.287,-1.186,5.852,-1.537,25.763,-0.418,Dead,132,36.529411764705884,Dead,12,93.37037037037037
6013.T,1640.0,71,115,,128476291072,13.151564,1.1874816,124.7,1381.074,0.37919998,0.518,52.0,0.031649422,2.52,56.0,0.0341,1439.0,1998.0,buy,5,1643.0,1651.0,1634.0,1640.0,1640.0,210200,-23.525,-31.519,7.994,41.21,31.505,9.705,1539.938,100.062,52.236,55.172,58.333,-44.957,0.007,24.751,-0.6,72.342,0.533,59.076,0.262,44.286,-0.227,57.731,0.253,87.199,1.29,75.229,0.69,50.126,0.035,52.141,0.13,62.951,0.673,29.262,-0.822,46.441,0.076,Golden,22,184.3095238095238,Golden,22,111.73015873015873
6023.T,1677.0,56,115,,53128368128,,1.0308771,,1626.77,0.2878,0.868,49.0,0.029823493,3.41,88.0,0.053600002,905.0,1994.0,none,,1591.0,1683.0,1591.0,1677.0,1677.0,212400,4.35,1.116,3.234,32.123,32.577,-0.454,1723.08,-46.08,55.051,98.271,58.333,-59.179,8.074,54.433,-0.059,62.808,0.185,35.382,-0.381,44.767,-0.153,44.684,-0.118,98.192,3.155,29.745,-0.328,55.685,0.178,94.689,1.444,67.523,0.749,23.051,-1.037,68.007,0.417,Golden,0,212.02380952380952,Dead,0,160.27272727272728
6058.T,995.0,42,86,-3018,46669877248,9.000452,3.034656,110.55,327.879,0.2827,0.838,29.0,0.02974359,0.35,64.0,0.0656,760.0,1405.0,none,1,951.0,999.0,949.0,995.0,995.0,483100,-53.074,-65.364,12.29,39.75,25.25,14.5,839.233,155.767,61.724,96.296,50.0,-66.359,-2.304,13.43,-0.881,75.728,0.571,50.993,0.144,29.139,-0.618,63.411,0.404,38.088,-0.303,75.203,0.677,72.066,0.602,94.38,1.459,35.255,-0.034,9.275,-1.544,31.987,-0.265,Golden,30,130.71428571428572,Golden,10,130.15625
6062.T,1283.0,62,206,-1803,41900597248,8.059046,2.28304,159.2,561.97,0.22940001,0.89,30.0,0.023255814,1.31,68.0,0.052699998,1089.0,1717.0,none,,1284.0,1297.0,1265.0,1283.0,1283.0,72200,-50.877,-35.323,-15.554,32.136,33.265,-1.129,1376.652,-93.652,43.258,26.573,50.0,-86.462,-9.15,4.839,-1.663,12.903,-0.973,32.013,-0.526,54.29,0.116,38.284,-0.345,90.468,1.35,24.394,-0.614,28.501,-0.611,31.466,-0.731,48.44,0.181,2.689,-1.699,16.275,-0.831,Dead,158,25.75,Dead,133,-3.0
6071.T,641.0,66,24,-3263,24222556160,13.068297,3.040018,49.05,210.854,0.1453,0.973,6.0,0.009646302,0.9,14.0,0.0225,460.0,777.0,none,1,628.0,647.0,628.0,641.0,641.0,204600,8.783,13.921,-5.137,40.237,28.205,12.032,728.172,-87.172,56.091,25.373,58.333,60.547,1.685,49.916,0.069,29.848,-0.298,58.549,0.232,44.56,-0.269,57.686,0.261,57.939,0.241,25.676,-0.538,56.207,0.189,29.483,-0.786,57.388,0.548,66.725,0.774,47.452,0.058,Dead,15,166.66666666666666,Golden,15,120.80645161290323
6088.T,934.0,63,115,-5,79302017024,7.800885,2.9213884,119.73,319.711,0.2873,0.85,27.0,0.029347826,1.41,32.5,0.0353,547.0,982.0,strong_buy,3,930.0,941.0,920.0,934.0,934.0,653000,43.993,30.648,13.345,48.941,11.482,37.459,803.451,130.549,76.102,89.08,66.667,76.0,13.563,90.167,1.583,92.95,1.38,78.857,0.818,4.952,-1.634,87.619,1.262,95.539,1.904,91.45,1.293,88.403,1.353,80.798,1.149,85.417,1.347,82.879,1.046,79.612,0.738,Golden,68,102.21739130434781,Golden,98,7.0
6183.T,1262.0,36,86,,92833849344,10.83913,1.3796707,116.43,914.711,0.7309,0.482,90.0,0.07240547,3.47,60.0,0.048299998,1236.0,1862.0,none,4,1250.0,1269.0,1236.0,1262.0,1262.0,409800,-76.616,-60.709,-15.908,16.444,53.63,-37.185,1397.01,-135.01,26.626,8.202,41.667,-78.94,-14.301,11.685,-1.286,18.652,-0.72,4.408,-1.628,91.647,1.515,5.568,-1.628,40.09,-0.108,26.126,-0.705,6.25,-1.547,12.731,-1.389,14.747,-0.675,11.19,-1.403,11.164,-1.081,Dead,45,171.66666666666666,Dead,45,74.8076923076923
6184.T,538.0,9,58,-2288,19938011136,18.487972,6.1746817,29.1,87.13,0.2013,0.551,4.0,0.0074766357,0.32,20.0,0.0374,348.0,788.0,none,,535.0,546.0,533.0,538.0,538.0,398200,2.179,-9.959,12.138,53.25,23.75,29.5,457.328,80.672,71.831,90.26,58.333,18.564,12.037,45.434,-0.039,73.059,0.594,86.557,1.14,24.764,-0.698,81.604,0.97,26.316,-0.761,63.844,0.408,87.059,1.121,85.412,1.264,62.998,0.636,48.426,0.178,71.981,0.625,Golden,70,152.5,Golden,65,97.22222222222223
6200.T,1071.0,52,300,-705,89858400256,18.60667,9.045226,57.56,118.405,0.5003,1.179,20.0,0.01863933,1.0,43.5,0.0405,693.0,1119.0,strong_buy,3,1076.0,1087.0,1067.0,1071.0,1071.0,259600,38.974,34.661,4.314,31.397,21.024,10.373,920.493,150.507,52.953,75.472,41.667,74.496,9.845,72.076,0.519,59.427,0.251,22.469,-0.796,24.444,-0.749,52.593,0.006,62.44,0.405,77.751,0.787,45.813,-0.159,63.3,0.597,12.745,-0.879,71.32,0.877,62.025,0.343,Golden,102,82.375,Golden,92,30.14285714285714
6203.T,1092.0,71,115,-4145,13170393088,10.9748745,0.74493337,99.5,1465.903,0.8953,0.459,20.0,0.01826484,2.58,40.0,0.0365,661.0,1222.0,none,,1095.0,1106.0,1067.0,1092.0,1092.0,166800,67.962,43.313,24.649,56.941,16.581,40.36,877.937,214.063,74.221,75.604,58.333,56.308,16.919,90.449,1.034,91.611,1.154,92.353,1.578,9.664,-1.358,92.269,1.532,53.616,-0.257,89.692,1.157,92.779,1.571,78.338,1.034,70.746,0.832,75.742,0.967,90.339,1.222,Golden,62,113.71428571428572,Golden,32,87.85507246376811
6228.T,1098.0,-25,24,-250,14394779648,,1.1601161,,946.457,0.32279998,0.694,34.0,0.030993618,,34.0,0.031,1072.0,4965.0,none,,1088.0,1105.0,1084.0,1098.0,1098.0,51900,-378.782,-360.454,-18.328,3.67,53.767,-50.097,1458.232,-360.232,10.116,2.235,25.0,-95.966,-65.195,2.809,-2.014,17.978,-0.147,0.0,-1.492,89.831,1.37,0.0,-1.468,73.446,-0.021,15.819,-0.406,0.0,-1.884,13.559,-1.097,67.066,0.471,0.654,-2.735,7.792,-2.099,Dead,215,-165.0,Dead,145,-90.0
6240.T,616.0,62,115,-2562,43740377088,28.584688,1.9861549,21.55,310.147,0.3968,0.64,3.0,0.0050083473,1.16,14.0,0.0234,299.0,668.0,none,,560.0,619.0,560.0,616.0,616.0,4297000,42.341,29.782,12.559,53.012,24.096,28.916,363.326,252.674,65.443,89.72,58.333,76.547,24.299,79.15,0.618,84.818,0.78,81.667,0.973,28.125,-0.647,76.667,0.829,39.148,-0.509,94.523,1.802,74.012,0.707,85.031,1.259,67.702,0.669,80.81,1.123,87.021,1.127,Golden,15,230.0,Golden,15,162.25
6255.T,910.0,-49,268,-5578,19615778816,10.60606,2.0255847,85.8,449.253,0.1285,1.833,10.0,0.010905125,0.67,20.0,0.0218,620.0,1497.0,none,,941.0,944.0,907.0,910.0,910.0,917600,-14.99,3.061,-18.051,34.843,26.945,7.898,989.086,-79.086,49.103,31.667,33.333,-77.915,-12.127,27.133,-0.161,13.626,-0.709,43.133,-0.187,31.084,-0.56,54.096,0.212,71.53,0.259,33.333,-0.27,46.691,-0.078,37.425,-0.469,3.241,-1.254,14.286,-1.318,25.732,-0.333,Dead,120,74.53125,Golden,10,126.22222222222223
6257.T,1339.0,65,115,-4086,27994740736,12.490672,0.57865894,107.2,2313.971,0.22780001,0.631,55.0,0.041698255,5.17,55.0,0.0417,1066.0,1434.0,none,,1312.0,1343.0,1312.0,1339.0,1339.0,74700,11.053,4.5,6.553,41.3,25.813,15.488,1195.985,143.015,64.058,96.875,75.0,44.684,5.491,61.625,0.323,70.88,0.501,62.271,0.383,30.734,-0.586,67.087,0.505,71.751,0.471,87.345,1.187,75.372,0.755,93.585,1.487,88.571,1.472,63.415,0.658,76.798,0.624,Golden,92,175.08333333333331,Golden,22,112.8913043478261
6315.T,1603.0,64,115,-67,120235106304,8.297961,2.0395544,193.18,785.956,0.120299995,1.307,13.333,0.008401386,1.27,40.0,0.0252,1521.0,4853.3335,buy,6,1610.0,1675.0,1575.0,1603.0,1603.0,8255600,-351.351,-283.402,-67.949,22.614,48.352,-25.738,1965.073,-362.073,27.662,2.862,33.333,-91.932,-59.659,0.0,-4.237,1.696,-2.584,16.738,-1.09,76.91,0.74,18.026,-0.939,95.925,2.5,1.952,-1.724,11.235,-1.296,9.348,-1.363,6.849,-1.208,4.506,-1.5,3.723,-1.481,Dead,165,49.0,Dead,120,15.967741935483872
6326.T,1879.5,72,24,,2170108379136,9.549335,0.94362354,196.82,1991.79,0.22610001,0.766,49.0,0.026182206,2.04,50.0,0.026700001,1678.0,2565.0,buy,11,1889.5,1898.0,1879.5,1879.5,1879.5,4049300,-72.225,-62.944,-9.281,19.756,45.061,-25.304,1796.733,82.767,32.9,0.0,33.333,-80.034,-9.842,3.933,-1.582,21.91,-0.536,4.87,-1.587,78.166,0.828,10.958,-1.24,74.699,0.859,66.586,0.428,9.165,-1.293,0.0,-1.683,4.453,-1.364,6.47,-1.485,17.103,-0.873,Dead,190,-12.199999999999989,Dead,5,117.1917808219178
6339.T,934.0,64,115,,48992317440,,0.40720728,,2293.672,0.33200002,0.271,24.0,0.02603037,3.56,44.0,0.0477,866.0,1360.0,none,,925.0,937.0,923.0,934.0,934.0,109400,-38.677,-35.762,-2.914,22.196,44.159,-21.963,1027.784,-93.784,33.779,7.692,33.333,-80.444,-9.794,12.791,-0.93,36.96,-0.202,13.193,-1.101,78.319,0.804,16.555,-1.001,74.73,0.572,19.534,-0.745,13.014,-1.118,12.091,-1.343,4.443,-1.257,11.62,-1.337,18.22,-0.733,Dead,12,185.7906976744186,Dead,187,-55.33333333333334
6345.T,1434.0,57,115,,106919329792,16.658922,1.3018788,86.08,1101.485,0.56310004,0.215,41.0,0.029667148,3.66,40.0,0.028900001,950.0,1438.0,none,1,1390.0,1438.0,1367.0,1434.0,1434.0,213200,37.612,24.317,13.296,59.091,14.05,45.041,1087.775,346.225,79.159,98.813,75.0,4.41,16.541,88.372,0.845,93.522,1.222,94.034,1.586,5.546,-1.495,95.882,1.626,92.519,1.446,98.919,3.107,95.466,1.617,96.558,1.395,94.216,1.908,42.494,-0.124,92.034,1.091,Golden,0,193.82222222222222,Golden,22,120.54237288135593
6371.T,1918.0,66,115,-67,197237522432,9.737029,0.7902282,196.98,2427.147,0.33310002,0.632,66.333,0.035059724,3.47,80.0,0.0423,1245.0,2216.6667,none,1,1893.0,1933.0,1889.0,1918.0,1918.0,277500,12.192,30.441,-18.25,33.557,35.861,-2.304,1933.743,-15.743,45.607,38.925,33.333,-73.538,-2.796,54.319,0.087,11.711,-1.142,36.05,-0.404,56.134,0.132,40.84,-0.273,97.34,2.246,43.142,-0.142,33.249,-0.453,35.516,-0.498,5.951,-1.276,10.348,-1.452,34.492,-0.169,Dead,117,83.23255813953489,Dead,82,45.16417910447761
6378.T,976.0,66,115,,19330949120,,1.0851787,,899.391,0.14829999,0.52,25.0,0.025879918,2.01,30.0,0.0311,553.0,1015.0,none,,965.0,984.0,958.0,976.0,976.0,158900,57.977,28.989,28.987,55.233,12.399,42.834,732.215,243.785,80.34,97.36,83.333,76.479,22.496,93.106,1.39,97.674,2.159,87.479,1.313,5.882,-1.621,92.857,1.552,79.302,0.827,96.176,1.783,96.054,1.784,96.474,1.558,99.581,2.484,86.344,1.273,91.186,1.306,Golden,97,90.28260869565219,Golden,67,44.118421052631575
6390.T,1328.0,72,115,-2988,15581158400,4.4459324,0.33909696,298.7,3916.284,0.17979999,0.447,45.0,0.03391108,2.7,70.0,0.052800003,853.0,1575.0,none,,1321.0,1331.0,1320.0,1328.0,1328.0,40400,0.192,-16.075,16.268,32.667,24.333,8.333,1064.433,263.567,56.952,90.155,83.333,9.538,6.617,48.837,-0.025,67.691,0.416,40.084,-0.316,25.294,-0.765,59.328,0.253,33.998,-0.684,77.307,0.708,62.469,0.359,82.368,1.191,98.407,2.382,54.283,0.149,65.678,0.464,Golden,57,170.76315789473685,Golden,27,104.25
